omm_id;hydro_year;Date;helio;hr;hr_max/mes;hr_min/mes;nub;prcp_PMDA;prcp_PTA;pres_est;pres_nm;td;tmax;tmed;tmin;vmax_d;vmax_f;vmed
87467;2011;2012-03-31;8.17;75.26;92.0;65.0;2.61;39.5;101.3;1000.06;1013.36;15.85;36.7;21.03;3.3;36.0;21.6;4.47
87467;2011;2012-04-30;6.57;73.0;91.0;51.0;3.9;10.0;37.6;1002.11;1015.59;11.81;32.6;17.45;1.3;36.0;16.5;3.88
87467;2011;2012-05-31;5.04;80.19;98.0;65.0;4.84;18.3;68.5;1002.41;1016.02;11.1;29.5;15.15;1.2;36.0;19.0;4.66
87467;2012;2012-06-30;6.31;73.9;94.0;58.0;3.5;2.0;3.7;1002.83;1016.69;4.84;26.1;10.08;-7.5;36.0;22.1;4.39
87467;2012;2012-07-31;7.07;65.58;95.0;43.0;2.74;7.5;7.5;1006.11;1020.15;0.25;23.3;7.31;-6.3;36.0;21.6;4.42
87467;2012;2012-08-31;5.37;79.84;99.0;61.0;4.71;39.0;117.0;1004.08;1017.86;7.95;31.5;11.89;-2.7;36.0;20.6;5.51
87467;2012;2012-09-30;6.86;73.87;98.0;58.0;3.73;109.3;155.3;1003.06;1016.69;9.73;32.7;15.12;-0.4;23.0;29.3;5.55
87467;2012;2012-10-31;6.92;79.0;95.0;58.0;4.42;54.0;277.5;998.53;1011.95;13.99;31.0;18.1;5.1;36.0;25.7;5.94
87467;2012;2012-11-30;9.14;67.47;87.0;51.0;3.5;32.5;91.4;999.04;1012.28;14.98;35.5;22.04;10.8;36.0;22.6;4.77
87467;2012;2012-12-31;9.17;71.35;93.0;49.0;3.52;47.5;177.7;994.06;1007.18;16.93;36.3;23.11;11.0;36.0;37.0;4.8
87467;2012;2013-01-31;10.16;70.19;87.0;50.0;2.74;14.0;41.3;999.14;1012.3;17.2;36.0;23.53;9.4;36.0;19.5;4.07
87467;2012;2013-02-28;8.71;75.39;95.0;63.0;3.04;33.5;116.4;999.29;1012.51;17.1;36.2;22.17;8.5;25.0;17.5;4.02
87467;2012;2013-03-31;6.91;76.26;91.0;61.0;3.9;121.5;198.5;1002.37;1015.81;13.95;33.1;18.77;6.2;36.0;27.3;3.87
87467;2012;2013-04-30;7.34;75.2;94.0;49.0;2.67;20.8;80.8;1002.66;1016.19;12.27;29.5;17.35;2.2;36.0;22.1;4.25
87467;2012;2013-05-31;6.48;78.65;97.0;56.0;3.97;45.3;68.8;1003.05;1016.79;8.75;27.3;13.09;-3.3;36.0;18.0;3.75
87467;2013;2013-06-30;5.6;77.03;98.0;59.0;3.33;23.0;28.0;1004.57;1018.46;5.88;27.8;10.39;-2.1;36.0;19.0;3.4
87467;2013;2013-07-31;4.55;76.71;100.0;60.0;4.19;4.0;6.6;1005.5;1019.41;5.22;27.8;9.79;-7.9;36.0;22.6;4.57
87467;2013;2013-08-31;7.2;57.1;88.0;36.0;2.52;0.0;0.0;1006.52;1020.44;0.65;30.1;10.15;-4.1;36.0;23.2;4.84
87467;2013;2013-09-30;6.49;63.1;84.0;42.0;4.9;10.0;14.7;1004.36;1018.07;5.87;36.5;13.84;-3.4;36.0;23.2;6.14
87467;2013;2013-10-31;8.29;62.81;89.0;40.0;3.68;134.0;222.2;1001.59;1015.0;10.9;33.3;19.4;3.4;36.0;26.8;5.87
87467;2013;2013-11-30;8.39;69.33;94.0;55.0;3.33;62.0;152.0;998.52;1011.79;14.53;35.5;21.35;10.3;25.0;25.2;5.77
87467;2013;2013-12-31;9.72;66.61;86.0;45.0;3.39;49.5;84.8;995.76;1008.81;18.4;37.8;25.77;11.7;36.0;27.8;3.98
87467;2013;2014-01-31;9.61;74.1;89.0;54.0;2.77;32.0;74.0;996.85;1009.96;18.98;37.6;24.38;10.6;36.0;27.3;4.08
87467;2013;2014-02-28;5.77;86.82;96.0;75.0;5.21;48.0;206.0;999.24;1012.52;18.88;34.7;21.39;9.3;34.0;25.2;3.92
87467;2013;2014-03-31;6.76;78.48;97.0;62.0;3.06;51.0;132.6;1000.63;1014.07;14.03;31.0;18.48;5.5;36.0;20.6;3.49
87467;2013;2014-04-30;6.29;77.73;94.0;60.0;4.23;42.0;80.3;1002.95;1016.49;12.55;30.9;17.07;2.2;36.0;25.2;4.56
87467;2013;2014-05-31;5.12;84.48;98.0;59.0;4.32;7.5;17.7;1003.61;1017.31;10.93;26.9;13.88;0.7;36.0;19.5;3.81
87467;2014;2014-06-30;5.94;79.5;93.0;69.0;2.83;7.0;7.5;1004.45;1018.34;6.0;21.2;10.11;-3.5;36.0;22.6;3.51
87467;2014;2014-07-31;5.53;78.06;99.0;60.0;4.13;6.5;9.9;1005.25;1019.13;6.35;26.0;10.74;-3.3;36.0;19.0;3.57
87467;2014;2014-08-31;7.54;69.19;97.0;53.0;2.29;0.0;0.0;1003.49;1017.25;6.15;33.4;12.81;-4.6;36.0;28.3;5.3
87467;2014;2014-09-30;6.63;72.2;99.0;57.0;3.97;19.3;37.9;1001.11;1014.7;9.51;28.5;15.46;1.6;36.0;22.6;5.23
87467;2014;2014-10-31;8.02;68.97;90.0;55.0;3.81;27.0;76.0;999.84;1013.19;13.19;37.6;20.05;5.0;36.0;21.1;5.44
87467;2014;2014-11-30;8.15;62.87;97.0;44.0;3.53;51.2;138.5;999.34;1012.67;12.26;35.6;20.8;6.2;36.0;29.3;5.31
87467;2014;2014-12-31;9.26;70.71;88.0;51.0;3.39;29.0;109.5;997.7;1010.94;16.02;36.4;22.32;6.0;36.0;33.4;4.41
87467;2014;2015-01-31;9.85;81.16;92.0;67.0;3.35;52.0;125.8;998.84;1012.05;19.65;35.0;23.38;8.7;36.0;33.4;3.67
87467;2014;2015-02-28;7.14;83.5;95.0;70.0;4.0;56.0;208.2;999.4;1012.63;18.9;33.8;22.13;9.4;36.0;33.4;2.49
87467;2014;2015-03-31;7.64;80.0;94.0;60.0;3.68;74.5;147.6;1001.11;1014.4;17.58;34.0;21.71;9.0;36.0;57.1;2.35
87467;2014;2015-05-31;6.08;79.52;97.0;56.0;4.77;0.2;0.2;1003.15;1016.75;11.63;29.0;15.69;3.6;36.0;18.5;2.74
87467;2015;2015-07-31;5.77;77.61;97.0;58.0;3.48;44.0;47.6;1003.85;1017.74;5.51;26.5;10.0;-4.6;36.0;18.0;3.13
87467;2015;2015-08-31;5.22;82.1;98.0;59.0;5.42;53.3;94.89999999999999;1000.97;1014.67;9.81;29.2;13.35;3.8;16.0;15.9;3.67
87467;2015;2015-09-30;6.8;68.4;98.0;48.0;4.23;11.5;29.4;1002.36;1016.02;7.32;27.5;14.06;-0.4;36.0;13.9;2.99
87467;2015;2015-11-30;6.64;71.47;90.0;55.0;4.73;43.0;185.7;999.19;1012.54;14.27;31.5;20.2;8.6;36.0;25.7;3.53
87467;2015;2016-02-29;8.71;81.14;90.0;68.0;3.03;96.0;235.5;997.07;1010.2;20.81;36.0;24.65;9.8;5.0;3.6;2.3
87467;2016;2016-06-30;4.84;84.7;98.0;70.0;3.43;36.5;84.7;1008.49;1022.5;5.7;20.0;8.62;-1.9;36.0;12.3;1.73
87467;2016;2016-07-31;4.05;85.42;99.0;60.0;5.06;10.0;11.7;1005.01;1018.95;6.75;21.6;9.46;0.1;36.0;21.6;3.17
87467;2016;2016-08-31;7.53;72.55;86.0;53.0;2.61;0.0;0.0;1003.66;1017.44;6.76;29.0;12.32;-0.5;36.0;15.4;2.42
87467;2016;2016-11-30;8.86;64.93;87.0;50.0;2.8;12.0;34.5;999.73;1013.09;12.46;35.3;20.09;4.5;36.0;23.2;3.22
87467;2016;2017-01-31;8.96;78.87;93.0;70.0;2.77;110.0;178.0;996.68;1009.8;20.15;35.2;24.48;10.0;5.0;3.6;3.01
87467;2016;2017-03-31;7.66;80.03;89.0;66.0;3.42;34.0;100.0;999.9;1013.22;16.79;34.6;20.93;6.2;36.0;12.9;2.49
87467;2016;2017-04-30;5.65;79.97;96.0;59.0;3.63;45.5;123.0;1001.42;1014.96;12.62;30.2;16.64;3.9;36.0;18.0;3.12
87467;2016;2017-05-31;4.52;82.94;95.0;68.0;5.19;5.0;15.7;1001.73;1015.41;10.82;28.0;14.04;0.5;36.0;24.7;2.63
87467;2017;2017-06-30;5.17;79.4;95.0;56.0;4.27;30.0;34.2;1001.02;1014.8;7.49;29.5;11.56;-5.7;36.0;14.4;3.67
87467;2017;2017-07-31;4.24;81.58;98.0;59.0;4.74;3.0;6.0;1004.61;1018.43;7.79;29.0;11.46;-6.2;36.0;15.9;4.44
87467;2017;2017-08-31;5.84;78.19;99.0;51.0;4.06;5.3;16.4;1000.89;1014.6;8.42;27.5;12.82;-1.0;36.0;23.2;4.56
87467;2017;2017-09-30;5.75;80.83;98.0;62.0;4.53;38.0;102.5;1002.97;1016.66;9.96;27.8;13.77;0.5;36.0;22.1;4.54
87467;2017;2017-10-31;8.05;68.77;91.0;50.0;3.65;11.8;32.3;998.35;1011.82;10.18;31.2;16.78;3.6;36.0;20.6;5.04
87467;2017;2017-11-30;9.87;59.6;82.0;41.0;2.93;35.0;78.8;997.28;1010.6;11.04;35.8;20.25;3.9;36.0;25.7;4.38
87467;2017;2017-12-31;8.24;69.03;82.0;46.0;3.42;66.0;173.8;996.12;1009.29;16.5;39.6;23.21;10.6;36.0;29.3;3.71
87467;2017;2018-01-31;8.98;72.87;90.0;63.0;3.16;14.0;21.7;996.28;1009.45;17.58;35.8;23.28;11.0;20.0;14.9;3.29
87467;2017;2018-02-28;9.58;69.71;80.0;60.0;3.11;0.7;0.7;997.84;1011.03;16.71;36.4;23.15;6.0;36.0;13.4;3.2
87467;2017;2018-03-31;8.9;66.03;77.0;55.0;2.39;18.0;32.0;997.38;1010.72;12.18;35.5;19.75;1.5;36.0;21.6;3.69
87467;2017;2018-04-30;4.49;82.23;97.0;57.0;5.6;68.0;182.4;999.41;1012.72;17.32;34.2;20.96;4.0;36.0;21.1;3.73
87467;2017;2018-05-31;3.88;84.97;98.0;72.0;4.61;37.0;127.9;1001.65;1015.29;11.64;29.5;14.66;0.5;36.0;16.5;3.8
87467;2018;2018-06-30;5.97;74.8;91.0;56.0;3.3;0.0;0.0;1004.3;1018.27;3.36;23.3;8.44;-5.6;36.0;20.1;3.69
87467;2018;2018-07-31;3.75;78.26;99.0;57.0;5.0;2.0;6.4;1005.28;1019.27;4.09;26.8;8.36;-4.5;36.0;18.5;4.54
87467;2018;2018-08-31;7.08;67.55;83.0;48.0;2.58;6.0;10.0;1004.67;1018.58;2.88;31.0;9.72;-5.8;36.0;26.8;5.09
87467;2018;2018-09-30;6.86;71.0;83.0;49.0;3.47;10.0;14.0;998.91;1012.42;10.8;36.9;17.01;-0.7;18.0;21.1;4.66
87467;2018;2018-10-31;6.59;67.06;95.0;36.0;4.23;47.0;118.4;1000.4;1013.89;10.0;34.6;17.17;2.0;36.0;22.6;4.56
87467;2018;2018-11-30;7.37;70.43;97.0;44.0;3.63;81.0;267.5;996.62;1009.89;14.6;35.3;21.02;9.8;36.0;28.3;5.15
87467;2018;2018-12-31;9.2;71.16;93.0;50.0;3.1;33.0;123.1;996.47;1009.68;16.45;34.7;22.57;10.5;32.0;36.0;4.12
87467;2018;2019-01-31;6.92;83.87;94.0;72.0;4.39;68.0;190.0;995.79;1008.94;20.16;37.0;23.31;7.5;25.0;21.6;3.75
87467;2018;2019-02-28;10.23;79.0;94.0;69.0;2.75;18.0;64.0;997.56;1010.78;18.16;37.0;22.42;7.0;27.0;19.0;2.99
87467;2018;2019-03-31;7.15;78.39;90.0;64.0;3.97;99.0;145.0;1000.46;1013.85;14.98;33.0;19.31;7.5;32.0;18.5;3.24
87467;2018;2019-04-30;5.59;78.2;97.0;66.0;3.8;34.0;91.0;1000.05;1013.52;13.05;32.0;17.54;6.8;36.0;21.6;3.5
87467;2018;2019-05-31;4.1;84.06;96.0;71.0;4.68;23.0;46.3;1001.08;1014.74;10.7;26.0;13.79;1.2;36.0;17.5;3.86
87467;2019;2019-06-30;3.41;82.77;98.0;47.0;4.83;11.0;19.0;1002.16;1015.9;8.62;22.1;12.04;-2.1;36.0;22.1;3.98
87467;2019;2019-07-31;5.17;78.0;91.0;57.0;3.97;15.9;16.4;1004.99;1018.92;4.87;23.2;9.08;-4.4;36.0;18.0;3.73
87467;2019;2019-08-31;7.35;69.0;91.0;54.0;2.77;0.0;0.0;1006.89;1020.78;4.21;30.3;10.62;-4.0;36.0;18.5;4.48
87467;2019;2019-09-30;7.98;61.83;91.0;43.0;2.37;5.0;12.0;1003.4;1017.08;5.16;34.2;13.67;-5.5;36.0;20.1;4.2
87467;2019;2019-10-31;7.05;72.52;97.0;50.0;4.32;14.0;83.3;1001.12;1014.61;11.54;35.5;17.3;1.8;36.0;19.5;4.4
87467;2019;2019-11-30;7.47;69.93;89.0;53.0;3.93;38.0;116.9;997.91;1011.11;15.61;34.9;22.1;8.8;36.0;25.2;4.09
87467;2019;2019-12-31;8.6;65.84;94.0;46.0;3.16;75.0;160.0;997.04;1010.21;15.09;37.2;22.82;8.8;36.0;26.2;4.28
87467;2019;2020-01-31;10.82;73.75;82.0;63.0;2.25;51.0;80.0;996.35;1009.51;16.88;33.0;22.42;11.1;27.0;21.6;4.04
